IC50_nM,MDEC-23,minsssN,LipoaffinityIndex,C1SP2,minHsOH,maxHsOH,MLFER_A,maxssO,minsOH,minHBint5,nHBAcc,nC,SsOH,VC-5,ATSc3,SHsOH,MLogP,MDEO-12,ndssC,TopoPSA
1174.9,0.464137092,0.874191522,0.492023094,0,0.706001118,0.588870431,0.172590012,0,0.807150388,0.093941509,0.045454545,0.136363636,0.144300387,0.095737758,0.306533459,0.18296333,0.384615385,0,0,0.022411846
3100,0.46664247,0.648495667,0.530922288,0.1,0.139131623,0,0.099767712,0.732316283,0,0.093941509,0.106060606,0.204545455,0,0.053814854,0.606180062,0,0.41025641,0.279661421,0.035714286,0.085113147
24600,0.46664247,0.679157448,0.548702206,0.1,0.723728847,0.607286196,0.162833914,0,0.829730611,0.16936248,0.060606061,0.204545455,0.148337225,0.053814854,0.45723846,0.188685148,0.512820513,0,0.035714286,0.036976618
120,0.555588609,0,0.473657256,0.05,0.675861154,0.557560697,0.162833914,0.832388588,0.857463394,0.093941509,0.015151515,0.170454545,0.153295224,0.072886216,0.440373683,0.173235327,0.461538462,0.200162316,0.035714286,0.028493747
16000,0.343383587,0,0.34093247,0.05,0.421785854,0.293624406,0.070034843,0.836025579,0.906759298,0.093941509,0.075757576,0.159090909,0.162108226,0.221485092,0.428266856,0.091229745,0.41025641,0.405793752,0.178571429,0.050495671
340,0.617639949,0.69649068,0.756959509,0.05,0.306598371,0.458588888,0.2029036,0,0.867486501,0.093941509,0.045454545,0.306818182,0.320769256,0.406342645,0.452463748,0.196536294,0.769230769,0,0.035714286,0.040406575
70,0.578196483,0.770425827,0.612222751,0,0.732882347,0.616794955,0.162833914,0.870560771,0.825623389,0.093941509,0.015151515,0.215909091,0.147602946,0.062945877,0.341842675,0.19163954,0.58974359,0.025733842,0.071428571,0.016923913
510,0.610765161,0,0.620399246,0.05,0.320566408,0.865591186,0.2029036,0,0.726511677,0.093941509,0.03030303,0.25,0.448982936,0.375524456,0.329242346,0.47449404,0.615384615,0,0.035714286,0.064683984
210,0.71384723,0,0.715244596,0.05,0.307119395,0.459130134,0.221022067,0,0.868251034,0.546327892,0.060606061,0.318181818,0.321042619,0.391767068,0.384479716,0.196872627,0.769230769,0,0.035714286,0.069527753
2550,0.617639949,0.3308295,0.693985353,0.05,0.309725337,0.582527429,0.2029036,0,0.828568169,0.093941509,0.03030303,0.295454545,0.468560977,0.389306769,0.360368026,0.379547364,0.717948718,0,0.035714286,0.057330489
50,0.730533655,0.272655023,0.633514329,0.1,0.30427803,0.564180092,0.192334495,0,0.852262266,0.115047484,0.060606061,0.318181818,0.474438594,0.423002495,0.389976256,0.370330451,0.692307692,0,0.071428571,0.102840172
1.3,0.534387928,0.768052353,0.592577779,0,0.737210352,0.621290936,0.162833914,0.866242062,0.825618085,0.093941509,0.015151515,0.204545455,0.147601997,0.077365831,0.342318696,0.193036451,0.564102564,0.028307226,0.071428571,0.016923913
0.8,0.55179577,0.900096668,0.622427076,0,0.728391331,0.612129637,0.162833914,0.888704976,0.828993431,0.093941509,0.015151515,0.227272727,0.148205434,0.077365831,0.326385638,0.190190016,0.615384615,0.028307226,0.071428571,0.016923913
0.4,0.554802717,0.91152358,0.646701389,0,0.724485329,0.608072038,0.162833914,0.89477239,0.830320612,0.093941509,0.015151515,0.238636364,0.148442704,0.077365831,0.325022554,0.188929311,0.641025641,0.028307226,0.071428571,0.016923913
22,0.559086208,0.766116299,0.619284072,0.05,0.139131623,0,0.099767712,0.869446741,0,0.093941509,0.03030303,0.227272727,0,0.077365831,0.385520662,0,0.58974359,0.115563767,0.107142857,0.022001924
34.5,0.602712355,0.767463113,0.6508132,0.05,0.139131623,0,0.099767712,0.872394404,0,0.093941509,0.03030303,0.25,0,0.077365831,0.395565602,0,0.641025641,0.115563767,0.107142857,0.022001924
31.9,0.641999387,0.770128883,0.790202797,0.05,0.139131623,0,0.099767712,0.877904846,0,0.093941509,0.03030303,0.318181818,0,0.077365831,0.395564134,0,0.794871795,0.115563767,0.107142857,0.022001924
7.7,0.580777328,0.898160614,0.648677224,0.05,0.139131623,0,0.099767712,0.891909656,0,0.093941509,0.03030303,0.25,0,0.077365831,0.369500111,0,0.641025641,0.115563767,0.107142857,0.022001924
27.1,0.628189032,0.899507428,0.680220527,0.05,0.139131623,0,0.099767712,0.894857318,0,0.093941509,0.03030303,0.272727273,0,0.077365831,0.379632545,0,0.692307692,0.115563767,0.107142857,0.022001924
48.4,0.684170059,0.902173198,0.819638069,0.05,0.139131623,0,0.099767712,0.90036776,0,0.093941509,0.03030303,0.340909091,0,0.077365831,0.379631077,0,0.846153846,0.115563767,0.107142857,0.022001924
12.4,0.584812439,0.909587526,0.672822384,0.05,0.139131623,0,0.099767712,0.89797707,0,0.093941509,0.03030303,0.261363636,0,0.077365831,0.368149457,0,0.666666667,0.115563767,0.107142857,0.022001924
33.3,0.632707011,0.91093434,0.704366143,0.05,0.139131623,0,0.099767712,0.900924732,0,0.093941509,0.03030303,0.284090909,0,0.077365831,0.37826946,0,0.717948718,0.115563767,0.107142857,0.022001924
81,0.691995984,0.91360011,0.843784496,0.05,0.139131623,0,0.099767712,0.906435174,0,0.093941509,0.03030303,0.352272727,0,0.077365831,0.378267993,0,0.871794872,0.115563767,0.107142857,0.022001924
590,0.430454844,0.918920488,0.543009392,0.05,0.668118973,0.811146024,0.231126597,0,0.750968332,0.093941509,0.045454545,0.181818182,0.285286907,0.237183099,0.402605041,0.422761295,0.487179487,0,0.035714286,0.040406575
6.5,0.428587509,0.80041918,0.558080549,0.05,0.650725704,0.8100551,0.231126597,0,0.75142325,0.093941509,0.045454545,0.193181818,0.286393619,0.214292307,0.329896029,0.416808475,0.487179487,0,0.035714286,0.040406575
1.6,0.497823498,0.697543115,0.552152302,0.05,0.663682367,0.827899774,0.231126597,0,0.747597546,0.093941509,0.045454545,0.193181818,0.285229309,0.23192692,0.402491452,0.426534759,0.435897436,0,0.035714286,0.040406575
1.3,0.492749367,0.857824599,0.550789447,0.05,0.649746137,0.809577177,0.231126597,0,0.75176505,0.093941509,0.045454545,0.193181818,0.286568131,0.214292307,0.394004334,0.416343817,0.487179487,0,0.035714286,0.040406575
9.9,0.497823498,0.763362128,0.561084286,0.05,0.651178631,0.819696569,0.231126597,0.78568923,0.751069741,0.093941509,0.060606061,0.204545455,0.286840041,0.23192692,0.422625308,0.419950287,0.461538462,0.071294551,0.035714286,0.048128163
1.6,0.465311603,0.773874886,0.566802364,0.05,0.659017761,0.824908329,0.231126597,0,0.748215113,0.093941509,0.045454545,0.193181818,0.285515394,0.23192692,0.408738481,0.424099758,0.461538462,0,0.035714286,0.040406575
6.1,0.667293139,0.776610781,0.610681419,0.05,0.666167178,0.813568194,0.231126597,0.596121601,0.75445532,0.093941509,0.045454545,0.215909091,0.287305053,0.115022381,0.636049288,0.422883905,0.461538462,0.065735855,0.035714286,0.048128163
0.25,0.477927815,0.632519754,0.534134201,0.05,0.687699376,0.836521073,0.231126597,0,0.744829419,0.093941509,0.045454545,0.181818182,0.283341832,0.135833225,0.344821367,0.436965167,0.41025641,0,0.035714286,0.040406575
0.37,0.546189948,0.689925174,0.524769377,0.05,0.686719809,0.83604315,0.231126597,0,0.745171219,0.093941509,0.045454545,0.181818182,0.283516343,0.135833225,0.408108774,0.43650051,0.41025641,0,0.035714286,0.040406575
0.4,0.550263915,0.850206658,0.523144063,0.05,0.672783578,0.817720553,0.231126597,0,0.749338723,0.093941509,0.045454545,0.181818182,0.284855165,0.118198613,0.399470399,0.426309568,0.461538462,0,0.035714286,0.040406575
1.2,0.546189948,0.755744186,0.533598151,0.05,0.674216073,0.827839945,0.231126597,0.780794568,0.748643414,0.093941509,0.060606061,0.193181818,0.285127075,0.135833225,0.428226817,0.429916039,0.435897436,0.071294551,0.035714286,0.048128163
5.8,0.550263915,0.91602567,0.533191182,0.05,0.660279843,0.809517348,0.231126597,0.795762963,0.752810918,0.093941509,0.060606061,0.193181818,0.286465897,0.118198613,0.419591697,0.419725097,0.487179487,0.071294551,0.035714286,0.048128163
160,0.518505416,0.945194612,0.586094034,0.05,0.91840439,0.809517348,0.168060395,0.808759571,0.752558745,0.093941509,0.045454545,0.193181818,0.134540626,0.118198613,0.419559497,0.251518809,0.512820513,0.043549579,0.035714286,0.03120425
82,0.498485221,0.95300257,0.585305254,0.05,0.923421433,0.814729109,0.168060395,0,0.749788174,0.093941509,0.045454545,0.181818182,0.13404531,0.118198613,0.417297455,0.253138114,0.512820513,0,0.035714286,0.023482662
43,0.511671184,0.916178029,0.53392215,0.05,0.620604249,0.815933751,0.231126597,0,0.749685948,0.093941509,0.045454545,0.181818182,0.288152329,0.097034527,0.420551399,0.408912955,0.487179487,0,0.035714286,0.040406575
170,0.506563331,0.916178029,0.533794434,0.05,0.620604249,0.815933751,0.231126597,0,0.749685948,0.093941509,0.045454545,0.181818182,0.288152329,0.120425449,0.418234906,0.408912955,0.487179487,0,0.035714286,0.040406575
7,0.465716589,0.93415637,0.565504761,0.05,0.645081531,0.806585733,0.231126597,0,0.752382616,0.093941509,0.045454545,0.193181818,0.286854216,0.214292307,0.400278222,0.413908816,0.512820513,0,0.035714286,0.040406575
5.5,0.449404921,0.93415637,0.566941958,0.05,0.645081531,0.803002647,0.231126597,0,0.75345336,0.093941509,0.045454545,0.193181818,0.287045641,0.263451025,0.396209258,0.412795544,0.512820513,0,0.035714286,0.040406575
1.3,0.518505416,0.926538429,0.537599637,0.05,0.668118973,0.814729109,0.231126597,0,0.74995629,0.093941509,0.045454545,0.181818182,0.28514125,0.118198613,0.405644565,0.423874567,0.487179487,0,0.035714286,0.040406575
11,0.430454844,0.918920488,0.543009392,0.05,0.668118973,0.811146024,0.231126597,0,0.750968332,0.093941509,0.045454545,0.181818182,0.285286907,0.237183099,0.402605041,0.422761295,0.487179487,0,0.035714286,0.040406575
42,0.507842031,0.911302547,0.513901447,0.05,0.691156414,0.822872485,0.231126597,0,0.747471261,0.093941509,0.045454545,0.170454545,0.283382516,0.07187158,0.412308872,0.433840318,0.461538462,0,0.035714286,0.040406575
4.4,0.507842031,0.911302547,0.513901447,0.05,0.691156414,0.822872485,0.231126597,0,0.747471261,0.093941509,0.045454545,0.170454545,0.283382516,0.07187158,0.412308872,0.433840318,0.461538462,0,0.035714286,0.040406575
35,0.648415978,0.761374899,0.58867784,0.05,0.689204619,0.82171157,0.231126597,0.592131961,0.751970291,0.093941509,0.045454545,0.204545455,0.285546319,0.086034384,0.641969316,0.432849657,0.435897436,0.065735855,0.035714286,0.048128163
90,0.615331954,0.89775954,0.550484009,0.05,0.68041148,0.815494543,0.231126597,0,0.752268199,0.093941509,0.045454545,0.204545455,0.285608144,0.07187158,0.423483862,0.428079931,0.538461538,0,0.035714286,0.040406575
71,0.610404055,0.868980651,0.530095267,0.05,0.687245074,0.820205821,0.231126597,0,0.751066359,0.093941509,0.045454545,0.193181818,0.285116372,0.086034384,0.40535803,0.431749352,0.512820513,0,0.035714286,0.040406575
960,0.465716589,0.93415637,0.565504761,0.05,0.645081531,0.806585733,0.231126597,0,0.752382616,0.093941509,0.045454545,0.193181818,0.286854216,0.214292307,0.400278222,0.413908816,0.512820513,0,0.035714286,0.040406575
61,0.606309016,0,0.549309507,0,0.676074414,0.618464893,0.218002323,0.867866307,0.827561913,0.093941509,0.03030303,0.25,0.300240737,0.127034571,0.302199062,0.365462552,0.58974359,0.091786084,0.035714286,0.079106538
49,0.605642362,0,0.598817751,0,0.671608208,0.614212326,0.218002323,0.872615072,0.828966929,0.093941509,0.03030303,0.272727273,0.300766096,0.127034571,0.302199062,0.362699754,0.641025641,0.091786084,0.035714286,0.079106538
40,0.604006063,0,0.649030447,0,0.667842291,0.610601409,0.218002323,0.876028055,0.830158952,0.093941509,0.03030303,0.295454545,0.301210176,0.127034571,0.302199062,0.360362343,0.692307692,0.091786084,0.035714286,0.079106538
5.9,0.60185503,0,0.699700524,0,0.664623947,0.607497119,0.218002323,0.878599622,0.831183004,0.093941509,0.03030303,0.318181818,0.301590491,0.127034571,0.302199062,0.358359077,0.743589744,0.091786084,0.035714286,0.079106538
28,0.599449294,0,0.750690139,0,0.661841854,0.604799831,0.218002323,0.88060689,0.832072253,0.093941509,0.03030303,0.340909091,0.301919859,0.127034571,0.302199062,0.356623073,0.794871795,0.091786084,0.035714286,0.079106538
11,0.596940711,0,0.801914261,0,0.659412947,0.602434433,0.218002323,0.882217289,0.832851674,0.093941509,0.03030303,0.363636364,0.302207877,0.127034571,0.302199062,0.355104183,0.846153846,0.091786084,0.035714286,0.079106538
1.8,0.594418861,0,0.853316752,0,0.657273991,0.600343223,0.218002323,0.883537958,0.833540431,0.093941509,0.03030303,0.386363636,0.302461874,0.127034571,0.302199062,0.353764068,0.897435897,0.091786084,0.035714286,0.079106538
9,0.665064256,0.872433416,0.646063989,0,0.607623514,0.486674665,0.162833914,0.896254789,0.872983275,0.093941509,0.03030303,0.25,0.156069831,0.112879959,0.195894478,0.151210882,0.641025641,0.044757655,0,0.024645501
380,0.448153952,0,0.696981935,0,0.660011915,0.607166887,0.236004646,0,0.826964654,0.180433226,0.03030303,0.238636364,0.300303897,0.097152837,0.400495197,0.35676789,0.615384615,0,0,0.037604049
436,0.88465189,0,0.672140121,0,0.636726588,0.586449211,0.35203252,0,0.838871464,0.173918888,0.03030303,0.306818182,0.609828394,0.194305674,0.381792576,0.685630538,0.717948718,0,0,0.065512193
574,0,0.637647723,0.871199254,0.05,0.61454857,0.579210075,0.25981417,0.829526689,0.839010301,0.174528896,0.045454545,0.454545455,0.463713902,0.170598987,0.326330798,0.492096665,0.948717949,0.344281897,0.071428571,0.092341155
10600,0.676853399,0.695101678,0.436462654,0.05,0.464928523,0.346232562,0.179907085,0.896726366,0.87970892,0.136960497,0.106060606,0.25,0.315519506,0.21991894,0.313869926,0.212729726,0.538461538,0.124100634,0.071428571,0.067829506
19800,0.676853399,0.546822684,0.441000133,0.05,0.685225011,0.57970069,0.24738676,0.878550138,0.851616292,0.150667011,0.075757576,0.238636364,0.305551602,0.117826013,0.262395922,0.356371885,0.512820513,0.192451016,0.142857143,0.072840591
3400,0.683380206,0.551901311,0.493295558,0.05,0.681319009,0.576081412,0.24738676,0.884617552,0.852142431,0.150784345,0.060606061,0.25,0.305751118,0.117826013,0.384101996,0.353986662,0.564102564,0.124100634,0.142857143,0.065119003
7200,0.676853399,0.550631654,0.470186725,0.05,0.685225011,0.57970069,0.24738676,0.878550138,0.850958619,0.15106214,0.060606061,0.238636364,0.305302208,0.117826013,0.38546508,0.356371885,0.538461538,0.124100634,0.142857143,0.065119003
6700,0.662216257,0.547609661,0.484613877,0.05,0.685225011,0.57970069,0.24738676,0.874420926,0.85066369,0.150748649,0.060606061,0.238636364,0.305189958,0.117826013,0.382465581,0.356371885,0.538461538,0.124100634,0.142857143,0.065119003
7600,0.648440073,0.543953049,0.443958476,0.05,0.694044031,0.587815889,0.24738676,0.856087224,0.847971309,0.151280594,0.060606061,0.215909091,0.304164708,0.117826013,0.401398138,0.36173973,0.487179487,0.124100634,0.142857143,0.065119003
35200,0.680385295,0.740290868,0.573483363,0.05,0.139131623,0,0.099767712,0.905363562,0,0.093941509,0.106060606,0.284090909,0,0.21991894,0.391221035,0,0.615384615,0.254567995,0.071428571,0.049424855
38300,0.685628497,0.741372706,0.574963022,0.05,0.139131623,0,0.099767712,0.903772095,0,0.093941509,0.090909091,0.284090909,0,0.21991894,0.454902931,0,0.641025641,0.254567995,0.071428571,0.046714351
40300,0.680385295,0.740290868,0.551049205,0.05,0.139131623,0,0.099767712,0.899126731,0,0.093941509,0.090909091,0.272727273,0,0.21991894,0.456239751,0,0.615384615,0.254567995,0.071428571,0.046714351
39800,0.668990671,0.59328153,0.590287194,0.05,0.139131623,0,0.099767712,0.885951379,0,0.093941509,0.060606061,0.272727273,0,0.117826013,0.459940641,0,0.615384615,0.254567995,0.142857143,0.046714351
39400,0.659221387,0.734729561,0.521128771,0.05,0.139131623,0,0.099767712,0.882862691,0,0.093941509,0.090909091,0.25,0,0.21991894,0.470877094,0,0.564102564,0.254567995,0.071428571,0.046714351
23300,0.676853399,0.739150998,0.549679597,0.05,0.139131623,0,0.099767712,0.905246287,0,0.093941509,0.106060606,0.272727273,0,0.21991894,0.333623229,0,0.58974359,0.254567995,0.071428571,0.049424855
24900,0.683380206,0.595950631,0.57640432,0.05,0.139131623,0,0.099767712,0.893137472,0,0.093941509,0.060606061,0.272727273,0,0.117826013,0.402040507,0,0.615384615,0.254567995,0.142857143,0.046714351
17700,0.676853399,0.739150998,0.527280835,0.05,0.139131623,0,0.099767712,0.897211703,0,0.093941509,0.090909091,0.261363636,0,0.21991894,0.39686962,0,0.58974359,0.254567995,0.071428571,0.046714351
18700,0.662216257,0.736129005,0.540857484,0.05,0.139131623,0,0.099767712,0.893082491,0,0.093941509,0.090909091,0.261363636,0,0.21991894,0.393857749,0,0.58974359,0.254567995,0.071428571,0.046714351
24400,0.648440073,0.732472393,0.499019341,0.05,0.139131623,0,0.099767712,0.874748789,0,0.093941509,0.090909091,0.238636364,0,0.21991894,0.412890171,0,0.538461538,0.254567995,0.071428571,0.046714351
875,0.646161075,0.855867666,0.624571018,0,0.680718178,0.585926062,0.2029036,0.889309234,0.813072227,0.093941509,0.03030303,0.25,0.295156304,0.062945877,0.318383722,0.356851492,0.641025641,0.056614452,0.071428571,0.033847827
990,0.645043167,0.78670715,0.604253542,0,0.685364062,0.590752259,0.2029036,0.879089434,0.811395561,0.093941509,0.03030303,0.238636364,0.294556804,0.062945877,0.395483548,0.359850512,0.615384615,0.056614452,0.071428571,0.033847827
3340,0.636929744,0,0.545409611,0,0.694554241,0.600299121,0.195005807,0.85741107,0.808297113,0.093941509,0.03030303,0.215909091,0.293448937,0.062945877,0.32588645,0.365782974,0.564102564,0.056614452,0.071428571,0.041201322
20,0.636929744,0.760721135,0.626612813,0,0.716650381,0.599933006,0.162833914,0.86851848,0.833445949,0.093941509,0.015151515,0.227272727,0.149001444,0.062945877,0.336352871,0.186400496,0.58974359,0.028307226,0.071428571,0.016923913
1700,0.663329412,0.749888038,0.62686315,0,0.721314987,0.604778651,0.173054588,0.863237866,0.832179172,0.093941509,0.015151515,0.227272727,0.148774973,0.062945877,0.361222949,0.187906048,0.564102564,0.028307226,0.071428571,0.016923913
224,0.560563533,0.860888928,0.587686764,0,0.139131623,0,0.099767712,0.885531431,0,0.093941509,0.045454545,0.227272727,0,0.05274943,0.195683891,0,0.58974359,0,0.071428571,0.027623709
97,0.560563533,0.860888928,0.587686764,0,0.139131623,0,0.099767712,0.885531431,0,0.093941509,0.045454545,0.227272727,0,0.05274943,0.195683891,0,0.58974359,0,0.071428571,0.027623709
86,0.545126316,0.763125349,0.587701658,0,0.139131623,0,0.099767712,0.863068517,0,0.093941509,0.03030303,0.204545455,0,0.05274943,0.334686107,0,0.564102564,0,0.071428571,0.019902121
553,0.664814864,0.861108755,0.656558506,0,0.139131623,0,0.099767712,0.895953752,0,0.093941509,0.075757576,0.295454545,0,0.05274943,0,0,0.666666667,0,0.071428571,0.045777387
220,0.628573345,0,0.540483818,0.05,0.742694516,0.820893484,0.231126597,0,0.750445797,0.093941509,0.03030303,0.204545455,0.281051702,0.062945877,0.409994251,0.449859924,0.564102564,0,0.107142857,0.037696072
70,0.633359743,0.911544838,0.651909957,0,0.651229936,0.531973508,0.162833914,0.89713989,0.866310896,0.176230042,0.03030303,0.261363636,0.154876959,0.106530513,0.428513938,0.165285331,0.615384615,0.085206653,0,0.036491404
80,0.676408111,0,0.672390433,0,0.651579388,0.532336523,0.162833914,0.888874704,0.863743077,0.176528591,0.015151515,0.261363636,0.154417891,0.097152837,0.378812566,0.165398121,0.666666667,0.053979762,0,0.026059313
450,0.54988889,0.92012612,0.740608763,0,0.139131623,0,0.099767712,0.896798339,0,0.093941509,0.03030303,0.25,0,0.097152837,0.343665101,0,0.666666667,0,0,0.004124315
120,0.576808333,0.914954385,0.696270818,0,0.724214005,0.607790184,0.162833914,0.894943451,0.8316721,0.093941509,0.03030303,0.25,0.14868432,0.097152837,0.334089671,0.188841738,0.641025641,0.023589355,0,0.021048229
30,0.570774581,0.91424735,0.692425923,0,0.660559148,0.541664799,0.162833914,0.89462709,0.858614236,0.179159155,0.03030303,0.25,0.153500969,0.097152837,0.336735546,0.168296437,0.641025641,0.025733842,0,0.021048229
350,0.594418988,0.913138516,0.697297046,0,0.716374876,0.599646808,0.162833914,0.896672353,0.836084885,0.093941509,0.03030303,0.261363636,0.149473226,0.097152837,0.338739974,0.186311573,0.641025641,0.051681688,0,0.028769816
300,0.594418988,0.912646524,0.695083849,0,0.652720018,0.533521423,0.162833914,0.896108831,0.86302702,0.177116236,0.03030303,0.261363636,0.154289876,0.097152837,0.339807272,0.165766272,0.641025641,0.053979762,0,0.028769816
600,0.594418988,0.916709426,0.74462736,0,0.139131623,0,0.099767712,0.900008982,0,0.093941509,0.03030303,0.272727273,0,0.097152837,0.351777064,0,0.666666667,0,0,0.019567491
520,0.599006094,0.928136338,0.768984669,0,0.139131623,0,0.099767712,0.906076395,0,0.093941509,0.03030303,0.284090909,0,0.097152837,0.351309661,0,0.692307692,0,0,0.019567491
62,0.618338312,0.913279156,0.713338098,0,0.646040523,0.526582688,0.162833914,0.897479055,0.865340358,0.176309586,0.03030303,0.272727273,0.154703449,0.097152837,0.323319042,0.163610392,0.666666667,0.053979762,0,0.028769816
90,0.62319553,0.924706068,0.73756334,0,0.642556466,0.52296341,0.162833914,0.903546469,0.866524171,0.175846916,0.03030303,0.284090909,0.154915088,0.097152837,0.322843975,0.162485874,0.692307692,0.053979762,0,0.028769816
200,0.594418988,0.905825293,0.699218082,0,0.728878611,0.612635829,0.162833914,0.890707596,0.830547381,0.093941509,0.03030303,0.25,0.148483245,0.097152837,0.326304895,0.190347291,0.615384615,0.023589355,0,0.021048229
30,0.602384289,0.92781575,0.696977337,0,0.653948124,0.601610241,0.225900116,0.903484979,0.833977584,0.175687664,0.03030303,0.272727273,0.303049838,0.097152837,0.327149572,0.353084273,0.666666667,0.049276556,0,0.037972142
60,0.57586032,0.765604387,0.594534638,0,0.67185521,0.618277068,0.225900116,0.864241874,0.828231181,0.177654935,0.03030303,0.215909091,0.30087522,0.097152837,0.344980865,0.3640424,0.538461538,0.049276556,0,0.037972142
40,0.58324223,0.857019682,0.637665883,0,0.664043205,0.611038511,0.225900116,0.882575576,0.830630666,0.17672867,0.03030303,0.238636364,0.301785531,0.097152837,0.326048308,0.359271955,0.58974359,0.049276556,0,0.037972142
80,0.591089995,0.897648702,0.684483371,0,0.65707509,0.604541857,0.225900116,0.895805909,0.832782589,0.175879525,0.03030303,0.261363636,0.302599221,0.097152837,0.327150764,0.355004395,0.641025641,0.049276556,0,0.037972142
200,0.599006094,0.920502526,0.732883225,0,0.650821158,0.598678626,0.225900116,0.905807661,0.834723386,0.175100472,0.03030303,0.284090909,0.303330907,0.097152837,0.327145098,0.351164151,0.692307692,0.049276556,0,0.037972142
100,0.618882798,0.887491447,0.687226164,0,0.656231201,0.603799955,0.225900116,0.896945234,0.832833532,0.175595538,0.03030303,0.261363636,0.302621009,0.239495958,0.311060806,0.35450151,0.641025641,0.049276556,0,0.037972142
28,0.580211523,0.843053457,0.663573206,0,0.661338184,0.608477847,0.225900116,0.885024768,0.831477283,0.17638542,0.03030303,0.25,0.302103064,0.097152837,0.335914379,0.357603276,0.615384615,0.049276556,0,0.037972142
100,0.57586032,0,0.634815235,0,0.666191438,0.613074307,0.225900116,0.877806336,0.829577371,0.176947968,0.015151515,0.227272727,0.301387845,0.097152837,0.356094811,0.360597847,0.564102564,0.049276556,0,0.035261639
20,0.641069209,0.924311497,0.672664673,0,0.656653145,0.604170906,0.225900116,0.899957031,0.833057648,0.175968643,0.03030303,0.261363636,0.302704614,0.158789216,0.319977797,0.354752952,0.641025641,0.049276556,0,0.037972142
170,0.639833145,0.915847118,0.673062122,0,0.65707509,0.604541857,0.225900116,0.898010964,0.832944487,0.176027606,0.03030303,0.261363636,0.302660468,0.097152837,0.328172932,0.355004395,0.641025641,0.049276556,0,0.037972142
37,0.638358353,0.912884585,0.673257953,0,0.657432182,0.604858569,0.225900116,0.896761843,0.832847912,0.176078035,0.03030303,0.261363636,0.302622972,0.097152837,0.327673748,0.355218053,0.641025641,0.049276556,0,0.037972142
150,0.58829775,0.919232869,0.699320371,0,0.653591032,0.601293529,0.225900116,0.902905626,0.833910836,0.175496116,0.03030303,0.272727273,0.303025747,0.097152837,0.328628937,0.352870615,0.666666667,0.049276556,0,0.037972142
70,0.674019151,0.939547379,0.697090073,0,0.652747143,0.600551627,0.225900116,0.90714186,0.834159081,0.175398683,0.03030303,0.272727273,0.303122353,0.197804623,0.312463986,0.35236773,0.666666667,0.049276556,0,0.037972142
47,0.638358353,0.854378796,0.588881812,0,0.639217919,0.607790184,0.265969803,0.887471115,0.822172636,0.175834409,0.045454545,0.25,0.449287777,0.097152837,0.311540344,0.518546497,0.58974359,0.08718891,0,0.054896056
1,0.700553946,0.95139751,0.660463043,0,0.656653145,0.604170906,0.225900116,0.902709839,0.833233028,0.176135068,0.03030303,0.261363636,0.30277112,0.140736339,0.322519891,0.354752952,0.641025641,0.049276556,0,0.037972142
150,0.629980666,0.964940517,0.737383681,0,0.646200973,0.594425924,0.225900116,0.917737925,0.836153998,0.17455657,0.03030303,0.295454545,0.30387527,0.276774409,0.323773637,0.348351612,0.717948718,0.049276556,0,0.037972142
40,0.594418988,0.906218886,0.698674996,0,0.665223754,0.546510444,0.162833914,0.891013011,0.857489516,0.175785193,0.03030303,0.25,0.153299894,0.097152837,0.326118356,0.169801989,0.615384615,0.025733842,0,0.021048229
100,0.599006094,0.917645798,0.72277394,0,0.661739696,0.542891166,0.162833914,0.897080425,0.858673329,0.175350581,0.03030303,0.261363636,0.153511534,0.097152837,0.325643288,0.168677472,0.641025641,0.025733842,0,0.021048229
100,0.622956732,0.913490033,0.736882251,0,0.639361028,0.519643953,0.162833914,0.89859647,0.867456394,0.175314715,0.03030303,0.284090909,0.155081749,0.097152837,0.310373626,0.161454512,0.692307692,0.053979762,0,0.028769816
80,0.628344499,0.924916945,0.761106299,0,0.635876971,0.516024675,0.162833914,0.904663884,0.868640207,0.174850042,0.03030303,0.295454545,0.155293388,0.097152837,0.309898558,0.160329994,0.717948718,0.053979762,0,0.028769816
170,0.594418988,0.893085599,0.74572621,0,0.66298863,0.544188573,0.162833914,0.88671152,0.858692896,0.170216005,0.03030303,0.261363636,0.153515032,0.121266862,0.392168412,0.169080579,0.58974359,0.025733842,0,0.021048229
110,0.594418988,0.91478907,0.715506143,0,0.651229936,0.531973508,0.162833914,0.896290584,0.861716021,0.17796383,0.03030303,0.261363636,0.154055499,0.097152837,0.336313174,0.165285331,0.666666667,0.025733842,0,0.021048229
110,0.594418988,0.915723679,0.697605105,0,0.650999585,0.531734217,0.162833914,0.896866122,0.862176936,0.17840082,0.03030303,0.25,0.1541379,0.097152837,0.332905758,0.165210983,0.615384615,0.025733842,0,0.021048229
19,0.592829336,0.90836858,0.645451197,0,0.660066402,0.541664799,0.225900116,0.892455841,0.858964995,0.175540548,0.03030303,0.25,0.307213046,0.097152837,0.328598087,0.336433834,0.615384615,0.051467684,0,0.037972142
9,0.597685438,0.919795491,0.669533256,0,0.656582345,0.538045521,0.225900116,0.898523255,0.860148808,0.175101146,0.03030303,0.261363636,0.307636325,0.097152837,0.328123019,0.334184799,0.641025641,0.051467684,0,0.037972142
5.5,0.59868091,0.899946522,0.656459335,0,0.666203321,0.644435377,0.225900116,0.888536347,0.824458735,0.171818206,0.03030303,0.25,0.300704442,0.106663537,0.269168485,0.370345635,0.58974359,0.049276556,0,0.037972142
